Unique Key,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Facility Type,Status,Community Board,Borough,Park Borough
26983879,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10032,912 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 155 STREET,WEST 157 STREET,,,ADDRESS,NEW YORK,N/A,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
26983905,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10458,2434 PROSPECT AVENUE,PROSPECT AVENUE,EAST 187 STREET,DEAD END,,,ADDRESS,BRONX,N/A,Closed,06 BRONX,BRONX,BRONX
26983915,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,10458,2330 CROTONA AVENUE,CROTONA AVENUE,EAST 183 STREET,EAST 187 STREET,,,ADDRESS,BRONX,N/A,Closed,06 BRONX,BRONX,BRONX
26984092,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10028,334 EAST 81 STREET,EAST 81 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,08 MANHATTAN,MANHATTAN,MANHATTAN
26984122,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-SUPPLY,RESIDENTIAL BUILDING,10453,1480 POPHAM AVENUE,POPHAM AVENUE,WEST 174 STREET,WEST 175 STREET,,,ADDRESS,BRONX,N/A,Closed,05 BRONX,BRONX,BRONX
26984134,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10035,2314 1 AVENUE,1 AVENUE,EAST 118 STREET,EAST 119 STREET,,,ADDRESS,NEW YORK,N/A,Closed,11 MANHATTAN,MANHATTAN,MANHATTAN
26985218,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOW GUARDS,RESIDENTIAL BUILDING,11208,227 ETNA STREET,ETNA STREET,CHESTNUT STREET,EUCLID AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,05 BROOKLYN,BROOKLYN,BROOKLYN
26985271,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10028,334 EAST 81 STREET,EAST 81 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,08 MANHATTAN,MANHATTAN,MANHATTAN
26985300,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10467,2835 BARKER AVENUE,BARKER AVENUE,BRITTON STREET,ARNOW AVENUE,,,ADDRESS,BRONX,N/A,Closed,11 BRONX,BRONX,BRONX
26985362,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,STAIRS,RESIDENTIAL BUILDING,10021,1032 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 73 STREET,EAST 74 STREET,,,ADDRESS,NEW YORK,N/A,Closed,08 MANHATTAN,MANHATTAN,MANHATTAN
26985381,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10468,2757 CLAFLIN AVENUE,CLAFLIN AVENUE,WEST 195 STREET,WEST 197 STREET,,,ADDRESS,BRONX,N/A,Closed,08 BRONX,BRONX,BRONX
26985404,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10463,445 WEST 240 STREET,WEST 240 STREET,DASH PLACE,BEND,,,ADDRESS,BRONX,N/A,Closed,08 BRONX,BRONX,BRONX
26985405,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11210,3103 FOSTER AVENUE,FOSTER AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,17 BROOKLYN,BROOKLYN,BROOKLYN
26985411,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11210,33 KENILWORTH PLACE,KENILWORTH PLACE,FARRAGUT ROAD,GLENWOOD ROAD,,,ADDRESS,BROOKLYN,N/A,Closed,14 BROOKLYN,BROOKLYN,BROOKLYN
26985418,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10451,562 MORRIS AVENUE,MORRIS AVENUE,EAST 149 STREET,EAST 150 STREET,,,ADDRESS,BRONX,N/A,Closed,01 BRONX,BRONX,BRONX
26985424,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11235,2440 EAST 29 STREET,EAST 29 STREET,AVENUE X,AVENUE Y,,,ADDRESS,BROOKLYN,N/A,Closed,15 BROOKLYN,BROOKLYN,BROOKLYN
26985439,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10471,3950 BLACKSTONE AVENUE,BLACKSTONE AVENUE,WEST 239 STREET,DEAD END,,,ADDRESS,BRONX,N/A,Closed,08 BRONX,BRONX,BRONX
26985441,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11377,69-22 43 AVENUE,43 AVENUE,69 STREET,72 STREET,,,ADDRESS,Woodside,N/A,Closed,02 QUEENS,QUEENS,QUEENS
26985448,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10466,2232 LIGHT STREET,LIGHT STREET,DYRE AVENUE,ROMBOUTS AVENUE,,,ADDRESS,BRONX,N/A,Closed,12 BRONX,BRONX,BRONX
26985455,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10468,2552 UNIVERSITY AVENUE,UNIVERSITY AVENUE,WEST 190 STREET,WEST 192 STREET,,,ADDRESS,BRONX,N/A,Closed,07 BRONX,BRONX,BRONX
26985456,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11226,223 LINDEN BOULEVARD,LINDEN BOULEVARD,ROGERS AVENUE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,17 BROOKLYN,BROOKLYN,BROOKLYN
26985467,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11236,1105 EAST 94 STREET,EAST 94 STREET,GLENWOOD ROAD,CONKLIN AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,18 BROOKLYN,BROOKLYN,BROOKLYN
26985480,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10458,490 EAST 189 STREET,EAST 189 STREET,WASHINGTON AVENUE,BATHGATE AVENUE,,,ADDRESS,BRONX,N/A,Closed,06 BRONX,BRONX,BRONX
26985487,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11368,35-06 97 STREET,97 STREET,35 AVENUE,37 AVENUE,,,ADDRESS,Corona,N/A,Closed,03 QUEENS,QUEENS,QUEENS
26985488,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10033,370 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,WEST 176 STREET,WEST 177 STREET,,,ADDRESS,NEW YORK,N/A,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
26985496,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10457,671 EAST 179 STREET,EAST 179 STREET,BELMONT AVENUE,CROTONA AVENUE,,,ADDRESS,BRONX,N/A,Closed,06 BRONX,BRONX,BRONX
26985500,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10472,1484 WATSON AVENUE,WATSON AVENUE,EVERGREEN AVENUE,WHEELER AVENUE,,,ADDRESS,BRONX,N/A,Closed,09 BRONX,BRONX,BRONX
26985625,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,10035,32 EAST 129 STREET,EAST 129 STREET,5 AVENUE,MADISON AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,11 MANHATTAN,MANHATTAN,MANHATTAN
26985662,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,WALLS,RESIDENTIAL BUILDING,10021,1032 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 73 STREET,EAST 74 STREET,,,ADDRESS,NEW YORK,N/A,Closed,08 MANHATTAN,MANHATTAN,MANHATTAN
26984151,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,MOLD,RESIDENTIAL BUILDING,11691,7-29 BEACH 9 STREET,BEACH 9 STREET,DORIAN COURT,CORNAGA AVENUE,,,ADDRESS,Far Rockaway,N/A,Closed,Unspecified QUEENS,QUEENS,QUEENS
26984178,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10031,540 WEST 144 STREET,WEST 144 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,N/A,Closed,09 MANHATTAN,MANHATTAN,MANHATTAN
26984185,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11222,1019 MANHATTAN AVENUE,MANHATTAN AVENUE,GREEN STREET,FREEMAN STREET,,,ADDRESS,BROOKLYN,N/A,Closed,01 BROOKLYN,BROOKLYN,BROOKLYN
26984208,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10472,1585 EAST 172 STREET,EAST 172 STREET,MANOR AVENUE,STRATFORD AVENUE,,,ADDRESS,BRONX,N/A,Closed,09 BRONX,BRONX,BRONX
26984221,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10456,754 EAST 161 STREET,EAST 161 STREET,FOREST AVENUE,TINTON AVENUE,,,ADDRESS,BRONX,N/A,Closed,01 BRONX,BRONX,BRONX
26984242,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11385,1730 HARMAN STREET,HARMAN STREET,CYPRESS AVENUE,SENECA AVENUE,,,ADDRESS,Ridgewood,N/A,Closed,05 QUEENS,QUEENS,QUEENS
26984247,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10468,60 WEST 190 STREET,WEST 190 STREET,AQUEDUCT AVENUE,DR M L KING JR BOULEVARD,,,ADDRESS,BRONX,N/A,Closed,07 BRONX,BRONX,BRONX
26984253,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10452,1591 TOWNSEND AVENUE,TOWNSEND AVENUE,EAST MT EDEN AVENUE,CROSS BRONX EP NB EN JEROME AV,,,ADDRESS,BRONX,N/A,Closed,04 BRONX,BRONX,BRONX
26984273,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10463,3138 BAILEY AVENUE,BAILEY AVENUE,SUMMIT PLACE,WEST 233 STREET,,,ADDRESS,BRONX,N/A,Closed,08 BRONX,BRONX,BRONX
26984276,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11219,1217 47 STREET,47 STREET,12 AVENUE,13 AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,12 BROOKLYN,BROOKLYN,BROOKLYN
26984278,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10040,9 THAYER STREET,THAYER STREET,NAGLE AVENUE,SHERMAN AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
26984279,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10013,9 PELL STREET,PELL STREET,BOWERY,DOYERS STREET,,,ADDRESS,NEW YORK,N/A,Closed,03 MANHATTAN,MANHATTAN,MANHATTAN
26984290,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11369,24-19 GILLMORE STREET,GILLMORE STREET,24 AVENUE,25 AVENUE,,,ADDRESS,East Elmhurst,N/A,Closed,03 QUEENS,QUEENS,QUEENS
26984298,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10462,2257 WESTCHESTER AVENUE,WESTCHESTER AVENUE,GLEBE AVENUE,WATERBURY AVENUE,,,ADDRESS,BRONX,N/A,Closed,10 BRONX,BRONX,BRONX
26984301,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11385,60-22 MENAHAN STREET,MENAHAN STREET,60 PLACE,61 STREET,,,ADDRESS,Ridgewood,N/A,Closed,05 QUEENS,QUEENS,QUEENS
26984305,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10016,105 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 27 STREET,EAST 28 STREET,,,ADDRESS,NEW YORK,N/A,Closed,06 MANHATTAN,MANHATTAN,MANHATTAN
26984477,HPD,Department of Housing Preservation and Development,PAINT - PLASTER,CEILING,RESIDENTIAL BUILDING,11210,2913 FOSTER AVENUE,FOSTER AVENUE,EAST 29 STREET,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,17 BROOKLYN,BROOKLYN,BROOKLYN
26984520,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10469,1126A EAST 222 STREET,EAST 222 STREET,LACONIA AVENUE,EASTCHESTER ROAD,,,ADDRESS,BRONX,N/A,Closed,Unspecified BRONX,BRONX,BRONX
26984565,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-WIRING,RESIDENTIAL BUILDING,10033,512 WEST 180 STREET,WEST 180 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,,,ADDRESS,NEW YORK,N/A,Open,12 MANHATTAN,MANHATTAN,MANHATTAN
26984586,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10032,940 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 157 STREET,WEST 158 STREET,,,ADDRESS,NEW YORK,N/A,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
26985688,HPD,Department of Housing Preservation and Development,PLUMBING,SHOWER-STALL,RESIDENTIAL BUILDING,10028,334 EAST 81 STREET,EAST 81 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,Unspecified MANHATTAN,MANHATTAN,MANHATTAN
26985690,HPD,Department of Housing Preservation and Development,PLUMBING,SEWER,RESIDENTIAL BUILDING,11219,1334 62 STREET,62 STREET,13 AVENUE,14 AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,10 BROOKLYN,BROOKLYN,BROOKLYN
26985692,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11219,1334 62 STREET,62 STREET,13 AVENUE,14 AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,10 BROOKLYN,BROOKLYN,BROOKLYN
26985695,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10035,453 EAST 117 STREET,EAST 117 STREET,1 AVENUE,PLEASANT AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,11 MANHATTAN,MANHATTAN,MANHATTAN
26985701,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10035,2314 1 AVENUE,1 AVENUE,EAST 118 STREET,EAST 119 STREET,,,ADDRESS,NEW YORK,N/A,Closed,11 MANHATTAN,MANHATTAN,MANHATTAN
26985744,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,11433,109-25 MERRICK BOULEVARD,MERRICK BOULEVARD,109 AVENUE,109 ROAD,,,ADDRESS,Jamaica,N/A,Closed,Unspecified QUEENS,QUEENS,QUEENS
26985747,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,10467,3830 BRONX BOULEVARD,BRONX BOULEVARD,BEND,EAST 222 STREET,,,ADDRESS,BRONX,N/A,Closed,12 BRONX,BRONX,BRONX
26985748,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOWS,RESIDENTIAL BUILDING,10451,287 EAST 162 STREET,EAST 162 STREET,MORRIS AVENUE,TELLER AVENUE,,,ADDRESS,BRONX,N/A,Closed,04 BRONX,BRONX,BRONX
26985757,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11385,69-07 65 STREET,65 STREET,CATALPA AVENUE,SHALER AVENUE,,,ADDRESS,Ridgewood,N/A,Closed,05 QUEENS,QUEENS,QUEENS
26985779,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11221,609 GREENE AVENUE,GREENE AVENUE,TOMPKINS AVENUE,THROOP AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,03 BROOKLYN,BROOKLYN,BROOKLYN
26985780,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11421,84-23 85 ROAD,85 ROAD,FOREST PARKWAY,85 STREET,,,ADDRESS,Woodhaven,N/A,Closed,09 QUEENS,QUEENS,QUEENS
26985787,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10019,438 WEST 52 STREET,WEST 52 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,04 MANHATTAN,MANHATTAN,MANHATTAN
26985788,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10016,425 3 AVENUE,3 AVENUE,EAST 29 STREET,EAST 30 STREET,,,ADDRESS,NEW YORK,N/A,Closed,06 MANHATTAN,MANHATTAN,MANHATTAN
26985792,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11212,416 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,LENOX ROAD,WILLMOHR STREET,,,ADDRESS,BROOKLYN,N/A,Closed,17 BROOKLYN,BROOKLYN,BROOKLYN
26985806,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10472,1025 BOYNTON AVENUE,BOYNTON AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,,,ADDRESS,BRONX,N/A,Closed,09 BRONX,BRONX,BRONX
26985808,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10460,924 EAST 181 STREET,EAST 181 STREET,DALY AVENUE,VYSE AVENUE,,,ADDRESS,BRONX,N/A,Closed,06 BRONX,BRONX,BRONX
26985811,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10003,61 1 AVENUE,1 AVENUE,EAST 3 STREET,EAST 4 STREET,,,ADDRESS,NEW YORK,N/A,Closed,03 MANHATTAN,MANHATTAN,MANHATTAN
26985824,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10453,1854 CEDAR AVENUE,CEDAR AVENUE,WEST TREMONT AVENUE,MAJOR DEEGAN EXPWY ET 8 NB,,,ADDRESS,BRONX,N/A,Closed,05 BRONX,BRONX,BRONX
26985827,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10462,1438 ZEREGA AVENUE,ZEREGA AVENUE,TRATMAN AVENUE,LYON AVENUE,,,ADDRESS,BRONX,N/A,Closed,10 BRONX,BRONX,BRONX
26985833,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,2856 BRONX PARK EAST,BRONX PARK EAST,BRITTON STREET,ARNOW AVENUE,,,ADDRESS,BRONX,N/A,Closed,11 BRONX,BRONX,BRONX
26985837,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10002,108 MADISON STREET,MADISON STREET,CATHERINE STREET,MARKET STREET,,,ADDRESS,NEW YORK,N/A,Closed,03 MANHATTAN,MANHATTAN,MANHATTAN
26985857,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10033,712 WEST 176 STREET,WEST 176 STREET,BROADWAY,FT WASHINGTON AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
26985865,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11377,39-50 60 STREET,60 STREET,DEAD END,ROOSEVELT AVENUE,,,ADDRESS,Woodside,N/A,Closed,02 QUEENS,QUEENS,QUEENS
26985867,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10002,9 STANTON STREET,STANTON STREET,BOWERY,CHRYSTIE STREET,,,ADDRESS,NEW YORK,N/A,Closed,03 MANHATTAN,MANHATTAN,MANHATTAN
26985871,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10031,730 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST 150 STREET,WEST 151 STREET,,,ADDRESS,NEW YORK,N/A,Closed,09 MANHATTAN,MANHATTAN,MANHATTAN
26985875,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10453,2095 CRESTON AVENUE,CRESTON AVENUE,EAST 180 STREET,EAST 181 STREET,,,ADDRESS,BRONX,N/A,Closed,05 BRONX,BRONX,BRONX
26985876,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11209,8708 RIDGE BOULEVARD,RIDGE BOULEVARD,87 STREET,88 STREET,,,ADDRESS,BROOKLYN,N/A,Closed,10 BROOKLYN,BROOKLYN,BROOKLYN
26985879,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10466,681 EAST 232 STREET,EAST 232 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,,,ADDRESS,BRONX,N/A,Closed,12 BRONX,BRONX,BRONX
26985894,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11212,288 EAST 95 STREET,EAST 95 STREET,CLARKSON AVENUE,KINGS HIGHWAY,,,ADDRESS,BROOKLYN,N/A,Closed,17 BROOKLYN,BROOKLYN,BROOKLYN
26985900,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10453,2016 DAVIDSON AVENUE,DAVIDSON AVENUE,WEST TREMONT AVENUE,WEST BURNSIDE AVENUE,,,ADDRESS,BRONX,N/A,Closed,05 BRONX,BRONX,BRONX
26984591,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11219,1358 47 STREET,47 STREET,13 AVENUE,14 AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,12 BROOKLYN,BROOKLYN,BROOKLYN
26984595,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,2830 OLINVILLE AVENUE,OLINVILLE AVENUE,BRITTON STREET,ARNOW AVENUE,,,ADDRESS,BRONX,N/A,Closed,11 BRONX,BRONX,BRONX
26984597,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10012,19 CLEVELAND PLACE,CLEVELAND PLACE,KENMARE STREET,SPRING STREET,,,ADDRESS,NEW YORK,N/A,Closed,02 MANHATTAN,MANHATTAN,MANHATTAN
26984601,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10463,3810 BAILEY AVENUE,BAILEY AVENUE,WEST 238 STREET,BEND,,,ADDRESS,BRONX,N/A,Closed,08 BRONX,BRONX,BRONX
26984612,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10026,1921 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,ST NICHOLAS AVENUE,WEST 117 STREET,,,ADDRESS,NEW YORK,N/A,Closed,10 MANHATTAN,MANHATTAN,MANHATTAN
26984614,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,2901 MATTHEWS AVENUE,MATTHEWS AVENUE,ARNOW AVENUE,WILLIAMSBRIDGE ROAD,,,ADDRESS,BRONX,N/A,Closed,11 BRONX,BRONX,BRONX
26984615,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10025,882 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST 103 STREET,WEST 104 STREET,,,ADDRESS,NEW YORK,N/A,Closed,07 MANHATTAN,MANHATTAN,MANHATTAN
26984626,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11374,65-04 BOOTH STREET,BOOTH STREET,64 ROAD,65 ROAD,,,ADDRESS,Rego Park,N/A,Closed,06 QUEENS,QUEENS,QUEENS
26984644,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,30 EAST 208 STREET,EAST 208 STREET,DEKALB AVENUE,KOSSUTH AVENUE,,,ADDRESS,BRONX,N/A,Closed,07 BRONX,BRONX,BRONX
26984676,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11237,379 IRVING AVENUE,IRVING AVENUE,WOODBINE STREET,MADISON STREET,,,ADDRESS,BROOKLYN,N/A,Closed,04 BROOKLYN,BROOKLYN,BROOKLYN
26984683,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10467,3459 DEKALB AVENUE,DEKALB AVENUE,KOSSUTH AVENUE,EAST GUN HILL ROAD,,,ADDRESS,BRONX,N/A,Closed,07 BRONX,BRONX,BRONX
26984689,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10468,2280 LORING PLACE NORTH,LORING PLACE NORTH,WEST 183 STREET,WEST FORDHAM ROAD,,,ADDRESS,BRONX,N/A,Closed,07 BRONX,BRONX,BRONX
26984690,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10460,2116 CROTONA PARKWAY,CROTONA PARKWAY,EAST 180 STREET,EAST 181 STREET,,,ADDRESS,BRONX,N/A,Closed,06 BRONX,BRONX,BRONX
26984699,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10040,9 THAYER STREET,THAYER STREET,NAGLE AVENUE,SHERMAN AVENUE,,,ADDRESS,NEW YORK,N/A,Closed,12 MANHATTAN,MANHATTAN,MANHATTAN
26984704,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,10466,810 EAST 227 STREET,EAST 227 STREET,BARNES AVENUE,BRONXWOOD AVENUE,,,ADDRESS,BRONX,N/A,Closed,12 BRONX,BRONX,BRONX
26984786,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Mixed Use Building,10034,101 SHERMAN AVENUE,SHERMAN AVENUE,DYCKMAN STREET,ACADEMY STREET,,,ADDRESS,NEW YORK,N/A,Pending,12 MANHATTAN,MANHATTAN,MANHATTAN
26984896,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,10031,676 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST 144 STREET,WEST 145 STREET,,,ADDRESS,NEW YORK,N/A,Closed,Unspecified MANHATTAN,MANHATTAN,MANHATTAN
26984915,HPD,Department of Housing Preservation and Development,PLUMBING,WATER-LEAKS,RESIDENTIAL BUILDING,10021,1032 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 73 STREET,EAST 74 STREET,,,ADDRESS,NEW YORK,N/A,Closed,08 MANHATTAN,MANHATTAN,MANHATTAN
